name,address,Latitude,Longitude,area,people
영주제일,"경북 영주시 장수로 300, (문정동, 제일자동차운전학원)",36.7916,128.591,8259,112
(구미)인동,"경북 구미시 인동가산로 384-26, (구평동, 인동자동차운전학원)",36.0905,128.453,9927,228
(청송)문화,"경북 청송군 진보면 못안길 65",36.536,129.031,7808,48
(구미)남구미,"경북 구미시 오태1길 74, (오태동, 남구미자동차운전학원)",36.0786,128.355,8924,148
(칠곡)우리,"경북 칠곡군 북삼읍 경호천서길 72, (우리자동차운전학원)",36.0509,128.339,9181,105
(주)경포,"경북 포항시 남구 동해면 약전로115번길 69, (경포자동차운전학원)",35.9753,129.449,8233,80
(구미)공단,"경북 구미시 옥계2공단로 238, (구포동, 공단자동차운전학원)",36.126,128.416,12132,171
포항현대,"경북 포항시 남구 오천읍 철강로 862, (포항현대자동차운전학원)",35.9634,129.419,8730,105
왜관,"경북 칠곡군 약목면 무림4길 41, (왜관자동차운전학원)",36.023,128.383,11924,144
(울진)제일,"경북 울진 울진 연지 741-2",37.0005,129.414,8431,96
옥동현대,"경북 안동시 쉼텃길 62-9, (옥동, 옥동현대자동차운전학원)",36.5649,128.689,9445,96
(포항)흥해경북,"경북 포항시 북구 흥해읍 덕실마을길3번길 62, (흥해자동차운전학원)",36.1208,129.339,12745,108
함양,"경남 함양군 함양읍 함양남서로 996-11, (함양자동차학원)",35.5089,127.739,14578,165
창신,"경남 진주시 대신로196번길 20, (상평동, 창신자동차운전학원)",35.1772,128.12,8285,120
한려,"경남 통영시 광도면 남해안대로 1130-19",34.8935,128.418,8015,105
고성,"경남 고성군 고성읍 남해안대로 2305",34.9518,128.343,9709,70
삼천포,"경남 사천시 삼천포대교로 566 (좌룡동, 삼천포자동차학원(주))",34.9483,128.078,7917,140
거창,"경남 거창군 거창읍 죽전4길 119-22, (거창자동차운전학원)",35.6963,127.911,9093,112
밀양,"경남 밀양시 부북면 청운로 200",35.5145,128.716,13969,126
거창현대,"경남 거창군 거창읍 새동네2길 53",35.689,127.93,11087,96
거제,"경남 거제시 제산로2길 11, (양정동, 거제자동차운전학원)",34.8879,128.641,18507,336
남해,"경남 남해군 이동면 남해대로 1607, (남해자동차운전전문학원)",34.7702,127.952,9583,98
동창원,"경남 창원시 의창구 동읍 동읍로 234-1",35.296,128.674,14762,576
창녕,"경남 창녕군 창녕읍 탐하로 254, (창녕자동차전문학원)",35.5333,128.496,9982,70
도원성,"경남 진주시 남강로 155-26, (평거동, 도원성자동차운전학원)",35.1631,128.05,11131,168
서부경남,"경남 진주시 금곡면 정자천로15번길 15, (서부경남자동차운전전)",35.1379,128.171,10919,196
한일,"경남 김해시 분성로3번길 235-34, (내동, 한일자동차운전학원)",35.2477,128.863,12271,256
사천,"경남 사천시 용현면 공단4로 28-36, (사천자동차전문학원)",35.0499,128.046,14275,180
옥포,"경남 거제시 옥포대첩로 272-13 (덕포동)",34.9126,128.706,8745,108
밀양현대,"경남 밀양시 용평로 79 (용평동)",35.4937,128.776,9999,140
마창,"경남 창원시 의창구 팔용로 315, (반계동, 마창자동차운전학원)",35.2484,128.606,9997,594
풍원,"경남 양산시 용주로 21, (용당동, 풍원자동차학원)",35.4285,129.181,23288,112
하동,"경남 하동군 하동읍 화심길 116, (하동자동차운전전문학원)",35.0882,127.733,7875,135
한백,"경남 창원시 마산합포구 진동면 삼진의거대로 830, (한백자동차운전학원)",35.1281,128.501,26471,320
신세계,"경남 통영시 광도면 남해안대로 1160-60",34.8951,128.417,12670,154
국제,"경남 양산시 덕계북길 25, (덕계동, 국제자동차운전전문학원)",35.3829,129.157,12828,221
김해(2),"경남 김해시 김해대로 2569, (어방동, 김해자동차운전전문학원)",35.2289,128.909,9869,238
장유(2),"경남 김해시 주촌면 금관대로 751, (장유자동차운전전문학원)",35.2067,128.832,32016,608
창원,"경남 창원시 마산합포구 가포신항남로 43 (가포동)",35.1565,128.586,9850,270
남양산,"경남 양산시 동면 남양산2길 26, (남양산자동차운전전문학원)",35.3269,129.031,10444,180
부림,"경남 창원시 마산합포구 진북면 진북산업로 142 (부림자동차운전학원)",35.1288,128.487,12049,288
정오,"경남 진주시 대신로 642-34, (장재동, 정오자동차학원)",35.217,128.109,11040,182
부성,"경남 창원시 진해구 어은로 32 (죽곡동)",35.1137,128.728,8786,182
대성,"경남 양산시 상북면 양산대로 1266, (대성자동차학원)",35.3815,129.05,15805,132
제주,"제주자치도 제주 오등13길 38",33.4782,126.53,16325,192
제일,"제주 서귀포 상예 1728-1",33.2541,126.56,8898,140
삼다,"제주자치도 제주시 서회천길 88 (회천동)",33.485,126.629,7383,192
현대,"제주자치도 제주시 애월읍 평화로 2032-20",33.4033,126.385,10839,396
원영,"제주자치도 서귀포시 남원읍 태위로398번길 31",33.2725,126.69,11155,135
한라,"제주 제주 아라2 1320",33.5012,126.528,9003,252
탐라,"제주시 오라이동 1998-1",33.4896,126.509,8545,260
경일,"서귀포시 대정읍 암반수마농로21",33.2548,126.239,3244,120
